0.06	0.455	0.6	0.211380378	2.65	0.0684242302
0.08	0.57	0.8	0.198569446	2.7	0.078486617
0.1	0.47	1	0.151596029	2.75	0.0543368887
0.12	0.525	1.2	0.121703854	2.8	0.0643992755
0.14	0.465	1.4	0.115298388	2.85	0.0563493661
0.16	0.495	1.6	0.0795345361	2.9	0.0563493661
0.18	0.45	1.8	0.0699263371	2.95	0.0543368887
0.2	0.49	2	0.0565816163	3	0.0583618434
0.22	0.44	2.2	0.0603181381	3.05	0.0402495472
0.24	0.545	2.4	0.054446461	3.1	0.0442745019
0.26	0.53	2.6	0.0400341625	3.15	0.0482994566
0.28	0.54	2.8	0.0304259635	3.2	0.0382370698
0.3	0.535	3	0.0277570193	3.25	0.0362245925
0.32	0.485	3.2	0.0282908082	3.3	0.0301871604
0.34	0.455	3.4	0.0325611188	3.35	0.0382370698
0.36	0.565	3.6	0.0240204975	3.4	0.0382370698
0.38	0.54	3.8	0.0154798762	3.45	0.0301871604
0.4	0.51	4	0.0208177645	3.5	0.0321996378
0.42	0.555	4.2	0.016013665	3.55	0.0201247736
0.44	0.46	4.4	0.0197501868	3.6	0.028174683
0.46	0.495	4.6	0.012810932	3.65	0.0120748642
0.48	0.505	4.8	0.0133447208	3.7	0.022137251
0.5	0.535	5	0.0117433543	3.75	0.022137251
0.52	0.475	5.2	0.0133447208	3.8	0.0181122962
0.54	0.54	5.4	0.0101419878	3.85	0.0301871604
0.56	0.585	5.6	0.0106757767	3.9	0.0160998189
0.58	0.505	5.8	0.00747304366	3.95	0.022137251
0.6	0.455	6	0.00854062133	4	0.022137251
0.62	0.615	6.2	0.0080068325	4.05	0.0120748642
0.64	0.51	6.4	0.009608199	4.1	0.0100623868
0.66	0.525	6.6	0.00747304366	4.15	0.0160998189
0.68	0.47	6.8	0.00747304366	4.2	0.0160998189
0.7	0.485	7	0.0106757767	4.25	0.0140873415
0.72	0.43	7.2	0.0048040995	4.3	0.0100623868
0.74	0.515	7.4	0.00693925483	4.35	0.0140873415
0.76	0.52	7.6	0.006405466	4.4	0.00603743208
0.78	0.49	7.8	0.0048040995	4.45	0.0201247736
0.8	0.435	8	0.0048040995	4.5	0.00603743208
0.82	0.555	8.2	0.0048040995	4.55	0.00402495472
0.84	0.415	8.4	0.0048040995	4.6	0.00402495472
0.86	0.49	8.6	0.00747304366	4.65	0.0140873415
0.88	0.565	8.8	0.00747304366	4.7	0.00402495472
0.9	0.535	9	0.00213515533	4.75	0.0100623868
0.92	0.465	9.2	0.00266894417	4.8	0.00603743208
0.94	0.47	9.4	0.00373652183	4.85	0.0120748642
0.96	0.48	9.6	0.00266894417	4.9	0.00603743208
0.98	0.515	9.8	0.00266894417	4.95	0.0120748642
